"","file","type","name","date","day","batch","beer.name","beer.number","brewery","ABV","beer.type","tasting.category"
"15","D:/Documents/beer_chromatograms_miguel/20170213/alkanes_1.cdf","standard","20170213/alkanes_1.cdf",2017-02-13,44,1,NA,NA,NA,NA,NA,NA
"16","D:/Documents/beer_chromatograms_miguel/20170508/alkanes_1.cdf","standard","20170508/alkanes_1.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"17","D:/Documents/beer_chromatograms_miguel/20170515/alkanes.cdf","standard","20170515/alkanes.cdf",2017-05-15,135,2,NA,NA,NA,NA,NA,NA
"18","D:/Documents/beer_chromatograms_miguel/20170518/alkanes_1.cdf","standard","20170518/alkanes_1.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"19","D:/Documents/beer_chromatograms_miguel/20170521/alkanes.cdf","standard","20170521/alkanes.cdf",2017-05-21,141,2,NA,NA,NA,NA,NA,NA
"20","D:/Documents/beer_chromatograms_miguel/20170522/alkanes.cdf","standard","20170522/alkanes.cdf",2017-05-22,142,2,NA,NA,NA,NA,NA,NA
"21","D:/Documents/beer_chromatograms_miguel/20170523/alkanes.cdf","standard","20170523/alkanes.cdf",2017-05-23,143,2,NA,NA,NA,NA,NA,NA
"22","D:/Documents/beer_chromatograms_miguel/20170524/alkanes.cdf","standard","20170524/alkanes.cdf",2017-05-24,144,2,NA,NA,NA,NA,NA,NA
"23","D:/Documents/beer_chromatograms_miguel/20170525/alkanes.cdf","standard","20170525/alkanes.cdf",2017-05-25,145,2,NA,NA,NA,NA,NA,NA
"24","D:/Documents/beer_chromatograms_miguel/20170530/alkanes_1.cdf","standard","20170530/alkanes_1.cdf",2017-05-30,150,2,NA,NA,NA,NA,NA,NA
"25","D:/Documents/beer_chromatograms_miguel/20170601/alkanes_1.cdf","standard","20170601/alkanes_1.cdf",2017-06-01,152,2,NA,NA,NA,NA,NA,NA
"26","D:/Documents/beer_chromatograms_miguel/20180315/alkane.cdf","standard","20180315/alkane.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"27","D:/Documents/beer_chromatograms_miguel/20170120/blank_ETHANOL.cdf","blank","20170120/blank_ETHANOL.cdf",2017-01-20,20,1,NA,NA,NA,NA,NA,NA
"28","D:/Documents/beer_chromatograms_miguel/20170120/blank_IS.cdf","blank","20170120/blank_IS.cdf",2017-01-20,20,1,NA,NA,NA,NA,NA,NA
"29","D:/Documents/beer_chromatograms_miguel/20170124/blank.cdf","blank","20170124/blank.cdf",2017-01-24,24,1,NA,NA,NA,NA,NA,NA
"30","D:/Documents/beer_chromatograms_miguel/20170508/blank.cdf","blank","20170508/blank.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"31","D:/Documents/beer_chromatograms_miguel/20170508/blank_170510104622.cdf","blank","20170508/blank_170510104622.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"32","D:/Documents/beer_chromatograms_miguel/20170508/blank_170515191720.cdf","blank","20170508/blank_170515191720.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"33","D:/Documents/beer_chromatograms_miguel/20170508/blank_170517064146.cdf","blank","20170508/blank_170517064146.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"34","D:/Documents/beer_chromatograms_miguel/20170508/blank_fiber.cdf","blank","20170508/blank_fiber.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"35","D:/Documents/beer_chromatograms_miguel/20170508/blank_fiber_170511193611.cdf","blank","20170508/blank_fiber_170511193611.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"36","D:/Documents/beer_chromatograms_miguel/20170508/blank_fiber_170512081546.cdf","blank","20170508/blank_fiber_170512081546.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"37","D:/Documents/beer_chromatograms_miguel/20170508/blank_fiber_170512095344.cdf","blank","20170508/blank_fiber_170512095344.cdf",2017-05-08,128,2,NA,NA,NA,NA,NA,NA
"38","D:/Documents/beer_chromatograms_miguel/20170515/blank.cdf","blank","20170515/blank.cdf",2017-05-15,135,2,NA,NA,NA,NA,NA,NA
"39","D:/Documents/beer_chromatograms_miguel/20170515/blank_170517153923.cdf","blank","20170515/blank_170517153923.cdf",2017-05-15,135,2,NA,NA,NA,NA,NA,NA
"40","D:/Documents/beer_chromatograms_miguel/20170518/blank.cdf","blank","20170518/blank.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"41","D:/Documents/beer_chromatograms_miguel/20170518/blank_170518180030.cdf","blank","20170518/blank_170518180030.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"42","D:/Documents/beer_chromatograms_miguel/20170518/blank_170518192927.cdf","blank","20170518/blank_170518192927.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"43","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519080053.cdf","blank","20170518/blank_170519080053.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"44","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519092948.cdf","blank","20170518/blank_170519092948.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"45","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519104127.cdf","blank","20170518/blank_170519104127.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"46","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519121416.cdf","blank","20170518/blank_170519121416.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"47","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519135228.cdf","blank","20170518/blank_170519135228.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"48","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519152124.cdf","blank","20170518/blank_170519152124.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"49","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519163011.cdf","blank","20170518/blank_170519163011.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"50","D:/Documents/beer_chromatograms_miguel/20170518/blank_170519173855.cdf","blank","20170518/blank_170519173855.cdf",2017-05-18,138,2,NA,NA,NA,NA,NA,NA
"51","D:/Documents/beer_chromatograms_miguel/20170521/blank.cdf","blank","20170521/blank.cdf",2017-05-21,141,2,NA,NA,NA,NA,NA,NA
"52","D:/Documents/beer_chromatograms_miguel/20170522/blank.cdf","blank","20170522/blank.cdf",2017-05-22,142,2,NA,NA,NA,NA,NA,NA
"53","D:/Documents/beer_chromatograms_miguel/20170523/blank.cdf","blank","20170523/blank.cdf",2017-05-23,143,2,NA,NA,NA,NA,NA,NA
"54","D:/Documents/beer_chromatograms_miguel/20170524/blank.cdf","blank","20170524/blank.cdf",2017-05-24,144,2,NA,NA,NA,NA,NA,NA
"55","D:/Documents/beer_chromatograms_miguel/20170525/blank.cdf","blank","20170525/blank.cdf",2017-05-25,145,2,NA,NA,NA,NA,NA,NA
"56","D:/Documents/beer_chromatograms_miguel/20170601/blank_170601215022.cdf","blank","20170601/blank_170601215022.cdf",2017-06-01,152,2,NA,NA,NA,NA,NA,NA
"57","D:/Documents/beer_chromatograms_miguel/20180315/blank_6_A.cdf","blank","20180315/blank_6_A.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"58","D:/Documents/beer_chromatograms_miguel/20180315/blank_6_B.cdf","blank","20180315/blank_6_B.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"59","D:/Documents/beer_chromatograms_miguel/20180315/blank_6_C.cdf","blank","20180315/blank_6_C.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"60","D:/Documents/beer_chromatograms_miguel/20180315/blank_6_D.cdf","blank","20180315/blank_6_D.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"61","D:/Documents/beer_chromatograms_miguel/20180315/blank_6_E.cdf","blank","20180315/blank_6_E.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"62","D:/Documents/beer_chromatograms_miguel/20180315/blank_85_A.cdf","blank","20180315/blank_85_A.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"63","D:/Documents/beer_chromatograms_miguel/20180315/blank_85_B.cdf","blank","20180315/blank_85_B.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"64","D:/Documents/beer_chromatograms_miguel/20180315/blank_85_C.cdf","blank","20180315/blank_85_C.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"65","D:/Documents/beer_chromatograms_miguel/20180315/blank_85_D.cdf","blank","20180315/blank_85_D.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"66","D:/Documents/beer_chromatograms_miguel/20180315/blank_85_E.cdf","blank","20180315/blank_85_E.cdf",2018-03-15,439,3,NA,NA,NA,NA,NA,NA
"67","D:/Documents/beer_chromatograms_miguel/20170119_calibration/sa.cdf","control","20170119_calibration/sa.cdf",2017-01-19,19,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"68","D:/Documents/beer_chromatograms_miguel/20170120/sa.cdf","control","20170120/sa.cdf",2017-01-20,20,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"69","D:/Documents/beer_chromatograms_miguel/20170122/sa.cdf","control","20170122/sa.cdf",2017-01-22,22,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"70","D:/Documents/beer_chromatograms_miguel/20170122/sa_2.cdf","control","20170122/sa_2.cdf",2017-01-22,22,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"71","D:/Documents/beer_chromatograms_miguel/20170124/sa.cdf","control","20170124/sa.cdf",2017-01-24,24,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"72","D:/Documents/beer_chromatograms_miguel/20170125/sa.cdf","control","20170125/sa.cdf",2017-01-25,25,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"73","D:/Documents/beer_chromatograms_miguel/20170126/sa.cdf","control","20170126/sa.cdf",2017-01-26,26,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"74","D:/Documents/beer_chromatograms_miguel/20170128/sa.cdf","control","20170128/sa.cdf",2017-01-28,28,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"75","D:/Documents/beer_chromatograms_miguel/20170129/sa.cdf","control","20170129/sa.cdf",2017-01-29,29,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"76","D:/Documents/beer_chromatograms_miguel/20170130/sa.cdf","control","20170130/sa.cdf",2017-01-30,30,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"77","D:/Documents/beer_chromatograms_miguel/20170131/sa.cdf","control","20170131/sa.cdf",2017-01-31,31,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"78","D:/Documents/beer_chromatograms_miguel/20170201/sa.cdf","control","20170201/sa.cdf",2017-02-01,32,1,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"79","D:/Documents/beer_chromatograms_miguel/20170518/sa_1.cdf","control","20170518/sa_1.cdf",2017-05-18,138,2,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"80","D:/Documents/beer_chromatograms_miguel/20170518/sa_2.cdf","control","20170518/sa_2.cdf",2017-05-18,138,2,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"81","D:/Documents/beer_chromatograms_miguel/20170521/sa.cdf","control","20170521/sa.cdf",2017-05-21,141,2,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"82","D:/Documents/beer_chromatograms_miguel/20170601/sa.cdf","control","20170601/sa.cdf",2017-06-01,152,2,"Stella Artois",209,"Brouwerij Artois",5.2,"pils, lager","pils/lager"
"83","D:/Documents/beer_chromatograms_miguel/20170525/5425007658828.cdf","sample","20170525/5425007658828.cdf",2017-05-25,145,2,"Achel 8 Blond",1,"Achelse Kluis",8,"trappist, blond","blond"
"84","D:/Documents/beer_chromatograms_miguel/20170213/5425007658880.cdf","sample","20170213/5425007658880.cdf",2017-02-13,44,1,"Achel 8 Bruin",2,"Achelse Kluis",8,"trappist, bruin","bruin"
"85","D:/Documents/beer_chromatograms_miguel/20170129/5411098730291.cdf","sample","20170129/5411098730291.cdf",2017-01-29,29,1,"Affligem Blond",3,"Brouwerij Affligem",6.8,"Abbey Beer, blond","blond"
"86","D:/Documents/beer_chromatograms_miguel/20170206/511098730307.cdf","sample","20170206/511098730307.cdf",2017-02-06,37,1,"Affligem Dubbel",4,"Brouwerij Affligem",6.8,"Abbey Beer, bruin","dubbel"
"87","D:/Documents/beer_chromatograms_miguel/20170522/112161945.cdf","sample","20170522/112161945.cdf",2017-05-22,142,2,"Alpaïde",5,"Café brouwerij Nieuwhuys",10,"donker, tripel","strong ale"
"88","D:/Documents/beer_chromatograms_miguel/20170203/5425036850019.cdf","sample","20170203/5425036850019.cdf",2017-02-03,34,1,"Anglium Extra Hop",6,"Anglium",6.5,"blond","hoppy"
"89","D:/Documents/beer_chromatograms_miguel/20170204/5425014687019.cdf","sample","20170204/5425014687019.cdf",2017-02-04,35,1,"Arend Tripel",7,"Brouwerij De Ryck",8,"goudblond","tripel"
"90","D:/Documents/beer_chromatograms_miguel/20170124/5412186003013_a.cdf","sample","20170124/5412186003013_a.cdf",2017-01-24,24,1,"Averbode",8,"Averbode",7.5,"Abbey Beer","blond"
"91","D:/Documents/beer_chromatograms_miguel/20170129/5411081004736.cdf","sample","20170129/5411081004736.cdf",2017-01-29,29,1,"Bacchus",9,"Bierkasteel van Honsebrouck",4.5,"oud bruin","oud bruin"
"92","D:/Documents/beer_chromatograms_miguel/20170208/5411831000742.cdf","sample","20170208/5411831000742.cdf",2017-02-08,39,1,"Bavik Premium Pils",10,"Brouwerij De Brabandere",5.2,"pils","pils/lager"
"93","D:/Documents/beer_chromatograms_miguel/20170131/5411681080000.cdf","sample","20170131/5411681080000.cdf",2017-01-31,31,1,"Bel Pils",11,"Brewery Duvel Moortgat",5,"pils","pils/lager"
"94","D:/Documents/beer_chromatograms_miguel/20170524/5410228141587.cdf","sample","20170524/5410228141587.cdf",2017-05-24,144,2,"Belle-Vue Gueuze",12,"Brasserie Belle Vue",5.5,"lambiek","lambic"
"95","D:/Documents/beer_chromatograms_miguel/20170208/5410228193371.cdf","sample","20170208/5410228193371.cdf",2017-02-08,39,1,"Belle-Vue Kriek Classique",13,"Brasserie Belle Vue",5.1,"Kriek","kriek"
"96","D:/Documents/beer_chromatograms_miguel/20170123/5425033240028.cdf","sample","20170123/5425033240028.cdf",2017-01-23,23,1,"Bertinchamps triple",14,"Brasserie de Bertinchamps",8,"tripel","tripel"
"97","D:/Documents/beer_chromatograms_miguel/20170209/5411633250055.cdf","sample","20170209/5411633250055.cdf",2017-02-09,40,1,"Blanche de Namur",15,"Brasserie du Bocq",5.2,"witbier","wit"
"98","D:/Documents/beer_chromatograms_miguel/20170208/5410702001307.cdf","sample","20170208/5410702001307.cdf",2017-02-08,39,1,"Blanche du Hainaut Bio",16,"Brasserie Dupont",5.5,"witbier, biologisch","wit"
"99","D:/Documents/beer_chromatograms_miguel/20170130/5412983140027.cdf","sample","20170130/5412983140027.cdf",2017-01-30,30,1,"Bon Secours Brune",17,"Brasserie Caulier",8,"high fermentation, bruin","bruin"
"100","D:/Documents/beer_chromatograms_miguel/20170523/5411516000517.cdf","sample","20170523/5411516000517.cdf",2017-05-23,143,2,"Bourgogne des Flandres Bruin",18,"Brouwerij Timmermans",5,"oud bruin","West Flanders ale"
"101","D:/Documents/beer_chromatograms_miguel/20170130/5411081000332.cdf","sample","20170130/5411081000332.cdf",2017-01-30,30,1,"Brigand",19,"Bierkasteel van Honsebrouck",9,"blond","tripel"
"102","D:/Documents/beer_chromatograms_miguel/20170123/5425028290311.cdf","sample","20170123/5425028290311.cdf",2017-01-23,23,1,"Broeder Jacob Double Port",20,"Brouwerij Broeder Jacob",9,"porter","stout/porter"
"103","D:/Documents/beer_chromatograms_miguel/20170208/000054112018.cdf","sample","20170208/000054112018.cdf",2017-02-08,39,1,"Brugge Tripel",21,"Brewery De Gouden Boom",8.7,"speciaalbier, high fermentation","tripel"
"104","D:/Documents/beer_chromatograms_miguel/20170208/000054055438.cdf","sample","20170208/000054055438.cdf",2017-02-08,39,1,"Brugs (Tarwebier)",22,"Brewery De Gouden Boom",4.8,"witbier","wit"
"105","D:/Documents/beer_chromatograms_miguel/20170124/5425017240075_a.cdf","sample","20170124/5425017240075_a.cdf",2017-01-24,24,1,"Brugse Zot Dubbel",23,"Brouwerij De Halve Maan",7.5,"bruin","dubbel"
"106","D:/Documents/beer_chromatograms_miguel/20170201/5425029020054.cdf","sample","20170201/5425029020054.cdf",2017-02-01,32,1,"Brusseleir",24,"Brasserie de la Senne",8,"IPA","hoppy"
"107","D:/Documents/beer_chromatograms_miguel/20170203/5425029020191.cdf","sample","20170203/5425029020191.cdf",2017-02-03,34,1,"Bruxellensis",25,"Brasserie de la Senne",6.5,"wild","Brett/cofermented"
"108","D:/Documents/beer_chromatograms_miguel/20170204/5411551300818.cdf","sample","20170204/5411551300818.cdf",2017-02-04,35,1,"Bush Amber",26,"Brasserie Dubuisson",12,"high fermentation, amber","strong ale"
"109","D:/Documents/beer_chromatograms_miguel/20170515/5425024150275.cdf","sample","20170515/5425024150275.cdf",2017-05-15,135,2,"Caulier 28 Brett",27,"Caulier Sugar Free (House of Caulier)",7.5,"tripel","Brett/cofermented"
"110","D:/Documents/beer_chromatograms_miguel/20170515/5425024150108.cdf","sample","20170515/5425024150108.cdf",2017-05-15,135,2,"Caulier Imperial Stout",28,"Caulier Sugar Free (House of Caulier)",11,"stout","stout/porter"
"111","D:/Documents/beer_chromatograms_miguel/20170202/5425024151210.cdf","sample","20170202/5425024151210.cdf",2017-02-02,33,1,"Caulier Saison",29,"Caulier Sugar Free (House of Caulier)",5,"saison","saison"
"112","D:/Documents/beer_chromatograms_miguel/20170515/5425024150107.cdf","sample","20170515/5425024150107.cdf",2017-05-15,135,2,"Caulier Tripel",30,"Caulier Sugar Free (House of Caulier)",9,"tripel","tripel"
"113","D:/Documents/beer_chromatograms_miguel/20170524/5411663001276.cdf","sample","20170524/5411663001276.cdf",2017-05-24,144,2,"Celis White",31,"Brouwerij Van Steenberge",5,"witbier","wit"
"114","D:/Documents/beer_chromatograms_miguel/20170131/54085176.cdf","sample","20170131/54085176.cdf",2017-01-31,31,1,"Charles Quint Blond",32,"Haacht Brewery",8.5,"blond, high fermentation","blond"
"115","D:/Documents/beer_chromatograms_miguel/20170202/54085060.cdf","sample","20170202/54085060.cdf",2017-02-02,33,1,"Charles Quint Rood",33,"Haacht Brewery",8.5,"red ale","amber"
"116","D:/Documents/beer_chromatograms_miguel/20170128/5410908000036.cdf","sample","20170128/5410908000036.cdf",2017-01-28,28,1,"Chimay Blauw",34,"Abbaye Notre-Dame de Scourmont",9,"trappist","strong ale"
"117","D:/Documents/beer_chromatograms_miguel/20170125/CD_1.cdf","sample","20170125/CD_1.cdf",2017-01-25,25,1,"Chimay dorée",35,"Abbaye Notre-Dame de Scourmont",4.8,"blond, tafelbier","blond"
"118","D:/Documents/beer_chromatograms_miguel/20170126/5410908000012.cdf","sample","20170126/5410908000012.cdf",2017-01-26,26,1,"Chimay Rood",36,"Abbaye Notre-Dame de Scourmont",7,"trappist","bruin"
"119","D:/Documents/beer_chromatograms_miguel/20170128/5410908000029.cdf","sample","20170128/5410908000029.cdf",2017-01-28,28,1,"Chimay Wit",37,"Abbaye Notre-Dame de Scourmont",8,"tripel","tripel"
"120","D:/Documents/beer_chromatograms_miguel/20170201/0000054055308.cdf","sample","20170201/0000054055308.cdf",2017-02-01,32,1,"Ciney Blond",38,"Ciney",7,"high fermentation, blond","blond"
"121","D:/Documents/beer_chromatograms_miguel/20170206/54055315.cdf","sample","20170206/54055315.cdf",2017-02-06,37,1,"Ciney Bruin",39,"Ciney",7,"high fermentation, bruin","bruin"
"122","D:/Documents/beer_chromatograms_miguel/20170209/5410783004594.cdf","sample","20170209/5410783004594.cdf",2017-02-09,40,1,"Cornet",40,"Brewery De Gouden Boom",8.5,"Belgian ale","tripel"
"123","D:/Documents/beer_chromatograms_miguel/20170524/54055001.cdf","sample","20170524/54055001.cdf",2017-05-24,144,2,"Cristal Alken",41,"Alken",4.8,"lager, pils","pils/lager"
"124","D:/Documents/beer_chromatograms_miguel/20170208/5411858000183.cdf","sample","20170208/5411858000183.cdf",2017-02-08,39,1,"Cuvée des Jacobins",42,"Brouwerij Omer Vander Ghinste",5.5,"roodbruin","West Flanders ale"
"125","D:/Documents/beer_chromatograms_miguel/20170120/CR_1.cdf","sample","20170120/CR_1.cdf",2017-01-20,20,1,"Cuvée René Oude Kriek",43,"Brouwerij Lindemans",7,"fruitbier, lambiek","kriek"
"126","D:/Documents/beer_chromatograms_miguel/20170131/54107014.cdf","sample","20170131/54107014.cdf",2017-01-31,31,1,"De Koninck",44,"De Koninck Brewery",5.2,"amber","amber"
"127","D:/Documents/beer_chromatograms_miguel/20170521/5425025910410.cdf","sample","20170521/5425025910410.cdf",2017-05-21,141,2,"De Vlier Brut",45,"Brouwerij De Vlier",8,"blond","brut"
"128","D:/Documents/beer_chromatograms_miguel/20170203/5425025910809.cdf","sample","20170203/5425025910809.cdf",2017-02-03,34,1,"De Vlier Saison",46,"Brouwerij De Vlier",5.5,"saison","saison"
"129","D:/Documents/beer_chromatograms_miguel/20170208/541286000975.cdf","sample","20170208/541286000975.cdf",2017-02-08,39,1,"Delirium Christmas",47,"Brouwerij Huyghe",10,"kerstbier","christmas"
"130","D:/Documents/beer_chromatograms_miguel/20170209/5412186000715.cdf","sample","20170209/5412186000715.cdf",2017-02-09,40,1,"Delirium Nocturnum",48,"Brouwerij Huyghe",9,"donker, high fermentation","strong ale"
"131","D:/Documents/beer_chromatograms_miguel/20170202/5412186000098.cdf","sample","20170202/5412186000098.cdf",2017-02-02,33,1,"Delirium Tremens",49,"Brouwerij Huyghe",9,"tripel","tripel"
"132","D:/Documents/beer_chromatograms_miguel/20170209/5411283000017.cdf","sample","20170209/5411283000017.cdf",2017-02-09,40,1,"Delta",50,"Brussels Beer Project",6.5,"IPA","hoppy"
"133","D:/Documents/beer_chromatograms_miguel/20170125/D_1.cdf","sample","20170125/D_1.cdf",2017-01-25,25,1,"Delvaux",51,"Brouwerij De Kroon",8.5,"Belgian ale","blond"
"134","D:/Documents/beer_chromatograms_miguel/20170515/5410693100324.cdf","sample","20170515/5410693100324.cdf",2017-05-15,135,2,"DeuS",52,"Brouwerij Bosteels",11.5,"speciaalbier, blond","brut"
"135","D:/Documents/beer_chromatograms_miguel/20170213/5425005660465.cdf","sample","20170213/5425005660465.cdf",2017-02-13,44,1,"Ducassis",53,"Brasserie des Légendes",3,"fruitbier","fruitbeer"
"136","D:/Documents/beer_chromatograms_miguel/20170201/5411364151119.cdf","sample","20170201/5411364151119.cdf",2017-02-01,32,1,"Duchesse de Bourgogne",54,"Brouwerij Verhaeghe Vichte",6.2,"oud bruin","West Flanders ale"
"137","D:/Documents/beer_chromatograms_miguel/20170130/5411681014005.cdf","sample","20170130/5411681014005.cdf",2017-01-30,30,1,"Duvel",55,"Brewery Duvel Moortgat",8.5,"high fermentation","tripel"
"138","D:/Documents/beer_chromatograms_miguel/20170128/5411681401164.cdf","sample","20170128/5411681401164.cdf",2017-01-28,28,1,"Duvel Triple Hop",56,"Brewery Duvel Moortgat",9.5,"IPA, tripel","hoppy"
"139","D:/Documents/beer_chromatograms_miguel/20170515/5425036450004.cdf","sample","20170515/5425036450004.cdf",2017-05-15,135,2,"Egotripel",57,"Brouwerij Groenendael",6.5,"Belgian ale","blond"
"140","D:/Documents/beer_chromatograms_miguel/20170125/EB_1.cdf","sample","20170125/EB_1.cdf",2017-01-25,25,1,"Ename Blond",58,"Brouwerij Roman",6.5,"Abbey Beer, high fermentation","blond"
"141","D:/Documents/beer_chromatograms_miguel/20170125/ED_1.cdf","sample","20170125/ED_1.cdf",2017-01-25,25,1,"Ename Dubbel",59,"Brouwerij Roman",6.5,"Abbey Beer, high fermentation","dubbel"
"142","D:/Documents/beer_chromatograms_miguel/20170125/ET_1.cdf","sample","20170125/ET_1.cdf",2017-01-25,25,1,"Ename Tripel",60,"Brouwerij Roman",8.5,"Abbey Beer, tripel","tripel"
"143","D:/Documents/beer_chromatograms_miguel/20170202/9120041150685.cdf","sample","20170202/9120041150685.cdf",2017-02-02,33,1,"Engelszell Benno",61,"Stift Engelszell",6.9,"trappist","amber"
"144","D:/Documents/beer_chromatograms_miguel/20170131/9120041150678.cdf","sample","20170131/9120041150678.cdf",2017-01-31,31,1,"Engelszell Gregorius",62,"Stift Engelszell",10.5,"trappist","strong ale"
"145","D:/Documents/beer_chromatograms_miguel/20170530/9120041150784.cdf","sample","20170530/9120041150784.cdf",2017-05-30,150,2,"Engelszell Nivard",63,"Stift Engelszell",5.5,"trappist","blond"
